Time,Unix,Aggregate,Fridge,Freezer,Washing_Machine,Dishwasher,Computer,Television,Microwave,Kettle,Toaster,active_count
2014-06-24 04:44:05,1403585045,224,68,45,0,0,0,0,0,0,1,3
2014-06-24 04:45:20,1403585120,225,67,45,0,0,0,0,0,0,1,3
2014-06-24 05:23:36,1403587416,298,0,59,70,0,0,0,0,0,1,3
2014-06-24 05:25:06,1403587506,291,0,50,69,0,0,0,0,0,1,3
2014-06-24 06:16:06,1403590566,235,13,58,73,0,0,0,0,0,1,4
2014-06-24 06:17:21,1403590641,3333,0,49,73,0,0,0,0,0,1,3
2014-06-24 06:19:05,1403590745,335,88,49,73,0,0,0,0,0,1,4
2014-06-24 06:20:21,1403590821,349,86,48,72,0,0,0,0,0,1,4
2014-06-24 06:21:35,1403590895,331,86,48,72,0,0,0,0,0,1,4
2014-06-24 06:22:45,1403590965,330,84,47,72,0,0,0,0,0,1,4
2014-06-24 06:23:50,1403591030,329,84,47,71,0,0,0,0,0,1,4
2014-06-24 06:24:50,1403591090,346,83,47,71,0,0,0,0,0,1,4
2014-06-24 06:27:06,1403591226,340,81,46,72,0,0,0,0,0,1,4
2014-06-24 06:28:50,1403591330,332,80,45,71,0,0,0,0,0,1,4
2014-06-24 06:30:20,1403591420,331,78,45,71,0,0,0,0,0,1,4
2014-06-24 06:31:59,1403591519,336,77,45,70,0,0,0,0,0,1,4
2014-06-24 06:33:02,1403591582,337,76,45,71,0,0,0,0,0,1,4
2014-06-24 06:33:57,1403591637,331,75,44,70,0,0,0,0,0,1,4
2014-06-24 06:35:06,1403591706,327,75,44,71,0,0,0,0,0,1,4
2014-06-24 06:36:36,1403591796,334,73,44,70,0,0,0,0,0,1,4
2014-06-24 06:37:51,1403591871,289,72,44,70,0,0,0,0,0,1,4
2014-06-24 06:38:50,1403591930,286,72,0,71,0,0,0,0,0,1,3
2014-06-24 06:40:19,1403592019,289,72,0,70,0,0,0,0,0,1,3
2014-06-24 06:41:35,1403592095,199,71,0,1,0,0,0,0,0,1,3
2014-06-24 07:19:51,1403594391,208,0,47,0,0,0,0,0,35,1,3
2014-06-24 07:21:50,1403594510,206,0,45,0,0,0,0,0,35,1,3
2014-06-24 07:23:20,1403594600,199,0,46,0,0,0,0,0,31,1,3
2014-06-24 07:25:35,1403594735,227,0,46,80,0,0,0,0,0,1,3
2014-06-24 07:26:50,1403594810,228,0,45,77,0,0,0,0,0,1,3
2014-06-24 07:28:05,1403594885,451,0,45,76,0,0,0,0,0,1,3
2014-06-24 07:29:06,1403594946,446,0,45,75,0,0,0,0,0,1,3
2014-06-24 07:31:06,1403595066,221,0,45,73,0,0,0,0,0,1,3
2014-06-24 07:32:20,1403595140,183,0,25,73,0,0,0,0,0,1,3
2014-06-24 08:14:21,1403597661,225,0,46,0,0,0,0,37,0,1,3
2014-06-24 08:15:36,1403597736,223,0,45,0,0,0,0,26,0,1,3
2014-06-24 08:17:24,1403597844,225,0,45,0,0,0,0,45,0,1,3
2014-06-24 08:18:40,1403597920,224,0,45,0,0,0,0,37,0,1,3
2014-06-24 08:19:41,1403597981,225,0,44,0,0,0,0,35,0,1,3
2014-06-24 08:20:39,1403598039,234,0,44,0,0,0,0,25,0,1,3
2014-06-24 08:21:39,1403598099,215,0,35,0,0,0,0,25,0,1,3
2014-06-24 08:27:40,1403598460,262,88,0,0,0,0,0,27,0,1,3
2014-06-24 08:28:39,1403598519,258,86,0,0,0,0,0,25,0,1,3
2014-06-24 08:29:53,1403598593,258,85,0,0,0,0,0,26,0,1,3
2014-06-24 08:30:53,1403598653,270,86,0,0,0,0,0,26,0,1,3
2014-06-24 08:31:55,1403598715,259,85,0,0,0,0,0,26,0,1,3
2014-06-24 08:32:58,1403598778,288,83,0,0,0,0,0,26,0,1,3
2014-06-24 08:33:59,1403598839,275,81,0,0,0,0,0,25,0,1,3
2014-06-24 08:35:21,1403598921,259,80,0,0,0,0,0,16,0,1,3
2014-06-24 08:40:52,1403599252,283,76,0,78,0,0,0,0,0,1,3
2014-06-24 08:41:52,1403599312,283,75,0,77,0,0,0,0,0,1,3
2014-06-24 08:42:53,1403599373,304,75,0,76,0,0,0,0,0,1,3
2014-06-24 08:43:53,1403599433,286,73,0,75,0,0,0,0,0,1,3
2014-06-24 08:44:52,1403599492,275,74,0,74,0,0,0,0,0,1,3
2014-06-24 08:45:52,1403599552,276,72,0,74,0,0,0,0,0,1,3
2014-06-24 08:46:55,1403599615,278,72,0,74,0,0,0,0,0,1,3
2014-06-24 08:47:50,1403599670,272,71,0,73,0,0,0,0,0,1,3
2014-06-24 08:48:57,1403599737,279,71,0,73,0,0,0,0,0,1,3
2014-06-24 08:49:51,1403599791,323,70,60,72,0,0,0,0,0,1,4
2014-06-24 08:50:50,1403599850,313,70,54,72,0,0,0,0,0,1,4
2014-06-24 08:52:19,1403599939,6052,69,49,71,0,0,0,0,0,1,4
2014-06-24 08:53:21,1403600001,844,69,49,73,0,0,0,0,0,1,4
2014-06-24 08:54:36,1403600076,540,70,49,72,0,0,0,0,0,1,4
2014-06-24 08:55:50,1403600150,537,69,48,72,0,0,0,0,0,1,4
2014-06-24 08:57:20,1403600240,319,69,48,72,0,0,0,0,0,1,4
2014-06-24 08:58:21,1403600301,310,68,48,72,0,0,0,0,0,1,4
2014-06-24 08:59:36,1403600376,308,68,48,72,0,0,0,0,0,1,4
2014-06-24 09:00:37,1403600437,219,0,47,71,0,0,0,0,0,1,3
2014-06-24 09:01:36,1403600496,222,0,47,71,0,0,0,0,0,1,3
2014-06-24 09:02:36,1403600556,223,0,47,72,0,0,0,0,0,1,3
2014-06-24 09:03:50,1403600630,223,0,46,71,0,0,0,0,0,1,3
2014-06-24 09:05:07,1403600707,219,0,46,71,0,0,0,0,0,1,3
2014-06-24 09:06:05,1403600765,216,0,46,71,0,0,0,0,0,1,3
2014-06-24 09:08:20,1403600900,223,0,45,70,0,0,0,0,0,1,3
2014-06-24 09:09:28,1403600968,220,0,45,71,0,0,0,0,0,1,3
2014-06-24 09:10:29,1403601029,220,0,45,71,0,0,0,0,0,1,3
2014-06-24 09:11:23,1403601083,216,0,45,70,0,0,0,0,0,1,3
2014-06-24 09:56:10,1403603770,227,0,46,79,0,0,0,0,0,1,3
2014-06-24 09:57:20,1403603840,251,0,46,78,0,0,0,0,0,1,3
2014-06-24 09:58:36,1403603916,224,0,46,76,0,0,0,0,0,1,3
2014-06-24 09:59:51,1403603991,222,0,46,75,0,0,0,0,0,1,3
2014-06-24 10:00:55,1403604055,221,0,45,74,0,0,0,0,0,1,3
2014-06-24 10:01:56,1403604116,224,0,45,74,0,0,0,0,0,1,3
2014-06-24 10:03:06,1403604186,220,0,46,74,0,0,0,0,0,1,3
2014-06-24 10:04:21,1403604261,218,0,45,74,0,0,0,0,0,1,3
2014-06-24 10:05:36,1403604336,224,0,45,73,0,0,0,0,0,1,3
2014-06-24 10:07:05,1403604425,221,0,46,73,0,0,0,0,0,1,3
2014-06-24 10:08:05,1403604485,218,0,45,72,0,0,0,0,0,1,3
2014-06-24 10:09:26,1403604566,213,0,45,73,0,0,0,0,0,1,3
2014-06-24 10:10:22,1403604622,221,0,45,72,0,0,0,0,0,1,3
2014-06-24 10:11:51,1403604711,224,0,45,72,0,0,0,0,0,1,3
2014-06-24 10:13:06,1403604786,1841,0,45,71,0,0,0,0,0,1,3
2014-06-24 10:14:05,1403604845,235,0,44,74,0,0,0,0,0,1,3
2014-06-24 10:19:51,1403605191,306,110,0,72,0,0,0,0,0,1,3
2014-06-24 10:21:21,1403605281,287,87,0,72,0,0,0,0,0,1,3
2014-06-24 10:23:06,1403605386,284,85,0,71,0,0,0,0,0,1,3
2014-06-24 10:24:07,1403605447,288,85,0,72,0,0,0,0,0,1,3
2014-06-24 10:25:36,1403605536,283,83,0,71,0,0,0,0,0,1,3
2014-06-24 10:26:36,1403605596,286,83,0,71,0,0,0,0,0,1,3
2014-06-24 10:27:36,1403605656,285,82,0,71,0,0,0,0,0,1,3
2014-06-24 10:28:51,1403605731,288,81,0,70,0,0,0,0,0,1,3
2014-06-24 10:30:20,1403605820,383,80,0,202,0,0,0,0,0,1,3
2014-06-24 10:31:35,1403605895,370,79,0,199,0,0,0,0,0,1,3
2014-06-24 10:32:37,1403605957,380,77,0,197,0,0,0,0,0,1,3
2014-06-24 10:34:36,1403606076,371,75,0,198,0,0,0,0,0,1,3
2014-06-24 10:35:37,1403606137,364,75,0,197,0,0,0,0,0,1,3
2014-06-24 10:37:06,1403606226,367,74,0,197,0,0,0,0,0,1,3
2014-06-24 10:38:20,1403606300,365,73,0,196,0,0,0,0,0,1,3
2014-06-24 10:39:22,1403606362,438,73,59,197,0,0,0,0,0,1,4
2014-06-24 10:40:22,1403606422,422,73,51,197,0,0,0,0,0,1,4
2014-06-24 10:41:37,1403606497,410,72,49,197,0,0,0,0,0,1,4
2014-06-24 10:42:39,1403606559,416,71,49,199,0,0,0,0,0,1,4
2014-06-24 10:43:39,1403606619,413,71,49,198,0,0,0,0,0,1,4
2014-06-24 10:44:37,1403606677,414,71,48,198,0,0,0,0,0,1,4
2014-06-24 10:45:38,1403606738,413,70,48,198,0,0,0,0,0,1,4
2014-06-24 10:46:36,1403606796,413,70,48,198,0,0,0,0,0,1,4
2014-06-24 10:47:51,1403606871,236,69,47,0,0,0,0,0,0,1,3
2014-06-24 10:48:51,1403606931,234,69,48,0,0,0,0,0,0,1,3
2014-06-24 10:49:52,1403606992,231,69,47,0,0,0,0,0,0,1,3
2014-06-24 10:51:22,1403607082,229,68,46,0,0,0,0,0,0,1,3
2014-06-24 10:52:39,1403607159,233,68,46,0,0,0,0,0,0,1,3
2014-06-24 10:53:40,1403607220,324,68,46,84,0,0,0,0,0,1,4
2014-06-24 10:54:40,1403607280,322,67,45,87,0,0,0,0,0,1,4
2014-06-24 10:55:51,1403607351,323,67,45,89,0,0,0,0,0,1,4
2014-06-24 10:57:37,1403607457,238,0,44,89,0,0,0,0,0,1,3
2014-06-24 10:58:38,1403607518,236,0,45,88,0,0,0,0,0,1,3
2014-06-24 10:59:51,1403607591,234,0,45,86,0,0,0,0,0,1,3
2014-06-24 11:01:20,1403607680,232,0,45,84,0,0,0,0,0,1,3
2014-06-24 11:02:22,1403607742,229,0,44,82,0,0,0,0,0,1,3
2014-06-24 11:03:22,1403607802,230,0,44,80,0,0,0,0,0,1,3
2014-06-24 11:23:40,1403609020,194,13,0,74,0,0,0,0,0,1,3
2014-06-24 11:29:22,1403609362,185,13,0,74,0,0,0,0,0,1,3
2014-06-24 11:30:22,1403609422,235,0,61,73,0,0,0,0,8,1,4
2014-06-24 11:31:22,1403609482,259,0,52,73,0,0,0,0,33,1,4
2014-06-24 11:32:23,1403609543,258,0,49,72,0,0,0,0,31,1,4
2014-06-24 11:33:38,1403609618,256,0,49,73,0,0,0,0,31,1,4
2014-06-24 11:34:40,1403609680,258,0,48,72,0,0,0,0,33,1,4
2014-06-24 11:35:40,1403609740,255,0,48,73,0,0,0,0,31,1,4
2014-06-24 11:36:39,1403609799,251,0,48,73,0,0,0,0,31,1,4
2014-06-24 11:37:39,1403609859,255,0,48,73,0,0,0,0,31,1,4
2014-06-24 11:38:38,1403609918,251,13,48,72,0,0,0,0,32,1,5
2014-06-24 11:39:59,1403609999,262,0,47,72,0,0,0,0,45,1,4
2014-06-24 11:41:14,1403610074,253,0,47,72,0,0,0,0,31,1,4
2014-06-24 11:42:21,1403610141,262,0,46,72,0,0,0,0,32,1,4
2014-06-24 11:43:21,1403610201,254,0,47,72,0,0,0,0,34,1,4
2014-06-24 11:44:20,1403610260,253,0,46,72,0,0,0,0,31,1,4
2014-06-24 11:45:21,1403610321,247,0,45,72,0,0,0,0,30,1,4
2014-06-24 11:46:21,1403610381,250,0,45,72,0,0,0,0,30,1,4
2014-06-24 11:47:21,1403610441,253,0,45,71,0,0,0,0,32,1,4
2014-06-24 11:48:20,1403610500,253,0,45,72,0,0,0,0,31,1,4
2014-06-24 11:49:20,1403610560,255,0,44,71,0,0,0,0,36,1,4
2014-06-24 11:50:21,1403610621,251,0,44,71,0,0,0,0,30,1,4
2014-06-24 11:51:20,1403610680,252,0,44,71,0,0,0,0,31,1,4
2014-06-24 11:52:21,1403610741,255,0,45,72,0,0,0,0,38,1,4
2014-06-24 11:53:37,1403610817,253,0,44,70,0,0,0,0,31,1,4
2014-06-24 11:54:38,1403610878,222,0,44,71,0,0,0,0,30,1,4
2014-06-24 12:01:46,1403611306,185,12,0,0,0,0,0,0,31,1,3
2014-06-24 12:03:06,1403611386,242,90,0,0,0,0,0,0,30,1,3
2014-06-24 12:04:08,1403611448,241,87,0,0,0,0,0,0,37,1,3
2014-06-24 12:05:09,1403611509,233,86,0,0,0,0,0,0,43,1,3
2014-06-24 12:06:08,1403611568,241,85,0,0,0,0,0,0,30,1,3
2014-06-24 12:07:08,1403611628,238,85,0,0,0,0,0,0,45,1,3
2014-06-24 12:08:08,1403611688,246,98,0,0,0,0,0,0,46,1,3
2014-06-24 12:09:21,1403611761,240,83,0,0,0,0,0,0,35,1,3
2014-06-24 12:10:23,1403611823,234,82,0,0,0,0,0,0,30,1,3
2014-06-24 12:11:25,1403611885,243,81,0,0,0,0,0,0,30,1,3
2014-06-24 12:12:37,1403611957,235,80,0,0,0,0,0,0,31,1,3
2014-06-24 12:13:51,1403612031,234,78,0,0,0,0,0,0,30,1,3
2014-06-24 12:14:51,1403612091,238,77,0,0,0,0,0,0,30,1,3
2014-06-24 12:15:52,1403612152,231,77,0,0,0,0,0,0,33,1,3
2014-06-24 12:16:53,1403612213,227,76,0,0,0,0,0,0,31,1,3
2014-06-24 12:17:54,1403612274,231,75,0,0,0,0,0,0,30,1,3
2014-06-24 12:18:53,1403612333,241,74,0,0,0,0,0,0,35,1,3
2014-06-24 12:19:53,1403612393,229,74,0,0,0,0,0,0,35,1,3
2014-06-24 12:20:53,1403612453,227,73,202,0,0,0,0,0,30,1,4
2014-06-24 12:21:53,1403612513,279,72,57,0,0,0,0,0,33,1,4
2014-06-24 12:22:53,1403612573,272,72,51,0,16,0,0,0,30,1,5
2014-06-24 12:23:53,1403612633,268,72,49,0,16,0,0,0,37,1,5
2014-06-24 12:24:53,1403612693,274,71,49,0,16,0,0,0,36,1,5
2014-06-24 12:25:57,1403612757,266,71,48,0,16,0,0,0,38,1,5
2014-06-24 12:27:22,1403612842,262,70,47,0,16,0,0,0,32,1,5
2014-06-24 12:28:35,1403612915,259,70,47,0,16,0,0,0,31,1,5
2014-06-24 12:29:35,1403612975,263,70,48,0,16,0,0,0,30,1,5
2014-06-24 12:30:38,1403613038,261,70,47,0,16,0,0,0,30,1,5
2014-06-24 12:31:58,1403613118,344,68,47,83,16,0,0,0,35,1,6
2014-06-24 12:33:22,1403613202,346,68,46,78,16,0,0,0,30,1,6
2014-06-24 12:34:22,1403613262,345,68,47,77,0,0,0,0,30,1,5
2014-06-24 12:35:22,1403613322,345,68,45,75,0,0,0,0,35,1,5
2014-06-24 12:36:22,1403613382,343,68,46,75,0,0,0,0,34,1,5
2014-06-24 12:37:37,1403613457,332,67,46,75,0,0,0,0,30,1,5
2014-06-24 12:38:35,1403613515,334,68,45,75,0,0,0,0,31,1,5
2014-06-24 12:39:36,1403613576,338,68,46,74,0,0,0,0,30,1,5
2014-06-24 12:40:36,1403613636,254,0,45,74,0,0,0,0,30,1,4
2014-06-24 12:41:35,1403613695,252,0,45,73,0,0,0,0,30,1,4
2014-06-24 12:42:37,1403613757,251,0,45,74,0,0,0,0,32,1,4
2014-06-24 12:43:52,1403613832,250,0,44,74,0,0,0,0,30,1,4
2014-06-24 12:44:52,1403613892,252,0,44,73,0,0,0,0,34,1,4
2014-06-24 12:45:50,1403613950,217,0,37,73,0,0,0,0,34,1,4
2014-06-24 12:46:53,1403614013,219,0,0,73,0,0,0,0,30,1,3
2014-06-24 12:47:54,1403614074,219,0,0,72,0,0,0,0,30,1,3
2014-06-24 12:48:51,1403614131,220,0,0,73,0,0,0,0,33,1,3
2014-06-24 12:50:20,1403614220,218,0,0,73,0,0,0,0,31,1,3
2014-06-24 12:51:24,1403614284,217,0,0,72,0,0,0,0,35,1,3
2014-06-24 12:52:24,1403614344,213,0,0,72,0,0,0,0,32,1,3
2014-06-24 12:53:23,1403614403,216,0,0,72,0,0,0,0,36,1,3
2014-06-24 12:54:23,1403614463,216,0,0,71,0,0,0,0,35,1,3
2014-06-24 12:55:27,1403614527,220,0,0,72,0,0,0,0,35,1,3
2014-06-24 12:56:43,1403614603,212,0,0,72,0,0,0,0,37,1,3
2014-06-24 12:57:37,1403614657,220,0,0,72,0,0,0,0,30,1,3
2014-06-24 12:58:38,1403614718,213,0,0,71,0,0,0,0,32,1,3
2014-06-24 12:59:51,1403614791,218,0,0,72,0,0,0,0,30,1,3
2014-06-24 13:00:51,1403614851,213,0,0,71,0,0,0,0,31,1,3
2014-06-24 13:01:52,1403614912,218,0,0,71,0,0,0,0,30,1,3
2014-06-24 13:02:51,1403614971,215,0,0,71,0,0,0,0,31,1,3
2014-06-24 13:03:52,1403615032,219,0,0,70,0,0,0,0,30,1,3
2014-06-24 13:04:52,1403615092,219,0,0,70,0,0,0,0,30,1,3
2014-06-24 13:05:51,1403615151,213,0,0,71,0,0,0,0,33,1,3
2014-06-24 13:12:51,1403615571,208,0,55,0,0,0,0,0,30,1,3
2014-06-24 13:13:51,1403615631,206,0,50,0,0,0,0,0,32,1,3
2014-06-24 13:14:52,1403615692,205,0,48,0,0,0,0,0,31,1,3
2014-06-24 13:15:53,1403615753,209,0,49,0,0,0,0,0,30,1,3
2014-06-24 13:17:08,1403615828,204,0,49,0,0,0,0,0,30,1,3
2014-06-24 13:18:20,1403615900,208,0,48,0,0,0,0,0,32,1,3
2014-06-24 13:19:22,1403615962,201,0,48,0,0,0,0,0,33,1,3
2014-06-24 13:20:24,1403616024,207,0,47,0,0,0,0,0,31,1,3
2014-06-24 13:21:36,1403616096,206,0,47,0,0,0,0,0,35,1,3
2014-06-24 13:22:55,1403616175,211,0,47,0,0,0,0,0,31,1,3
2014-06-24 13:23:54,1403616234,207,0,46,0,0,0,0,0,30,1,3
2014-06-24 13:24:54,1403616294,206,0,46,0,0,0,0,0,36,1,3
2014-06-24 13:25:54,1403616354,204,0,46,0,0,0,0,0,30,1,3
2014-06-24 13:26:54,1403616414,204,0,45,0,0,0,0,0,30,1,3
2014-06-24 13:27:53,1403616473,205,0,45,0,0,0,0,0,33,1,3
2014-06-24 13:28:54,1403616534,205,0,45,0,0,0,0,0,35,1,3
2014-06-24 13:29:55,1403616595,207,0,45,0,0,0,0,0,30,1,3
2014-06-24 13:30:54,1403616654,205,0,45,0,0,0,0,0,34,1,3
2014-06-24 13:31:54,1403616714,205,0,45,0,0,0,0,0,30,1,3
2014-06-24 13:32:54,1403616774,205,0,44,0,0,0,0,0,35,1,3
2014-06-24 13:33:53,1403616833,205,0,44,0,0,0,0,0,34,1,3
2014-06-24 13:34:54,1403616894,205,0,44,0,0,0,0,0,31,1,3
2014-06-24 13:35:52,1403616952,202,0,44,0,0,0,0,0,33,1,3
2014-06-24 13:43:40,1403617420,177,0,0,84,0,0,0,0,31,1,3
2014-06-24 13:44:39,1403617479,220,0,0,79,0,0,0,0,31,1,3
2014-06-24 13:45:41,1403617541,221,0,0,77,0,0,0,0,39,1,3
2014-06-24 13:47:07,1403617627,218,0,0,76,0,0,0,0,34,1,3
2014-06-24 13:48:07,1403617687,217,0,0,76,0,0,0,0,30,1,3
2014-06-24 13:49:09,1403617749,217,0,0,74,0,0,0,0,34,1,3
2014-06-24 13:50:10,1403617810,218,0,0,74,0,0,0,0,35,1,3
2014-06-24 13:51:10,1403617870,218,0,0,75,0,0,0,0,30,1,3
2014-06-24 13:52:09,1403617929,216,0,0,73,0,0,0,0,34,1,3
2014-06-24 13:53:09,1403617989,223,0,0,73,0,0,0,0,32,1,3
2014-06-24 13:54:09,1403618049,221,0,0,74,0,0,0,0,30,1,3
2014-06-24 13:55:21,1403618121,222,0,0,73,0,0,0,0,30,1,3
2014-06-24 13:56:21,1403618181,252,0,0,73,0,0,0,0,33,1,3
2014-06-24 13:57:21,1403618241,241,0,0,73,0,0,0,0,30,1,3
2014-06-24 13:58:20,1403618300,224,0,0,73,0,0,0,0,33,1,3
2014-06-24 13:59:20,1403618360,218,0,0,73,0,0,0,0,30,1,3
2014-06-24 14:00:22,1403618422,225,0,0,73,0,0,0,0,33,1,3
2014-06-24 14:01:24,1403618484,223,0,0,73,0,0,0,0,31,1,3
2014-06-24 14:02:22,1403618542,230,112,0,73,0,0,0,0,35,1,4
2014-06-24 14:03:22,1403618602,370,90,60,72,0,0,0,0,30,1,5
2014-06-24 14:04:36,1403618676,357,86,52,72,0,0,0,0,30,1,5
2014-06-24 14:05:36,1403618736,358,87,50,72,0,0,0,0,33,1,5
2014-06-24 14:06:39,1403618799,354,85,48,71,0,0,0,0,33,1,5
2014-06-24 14:07:41,1403618861,352,84,48,71,0,0,0,0,30,1,5
2014-06-24 14:08:39,1403618919,352,84,48,72,0,0,0,0,29,1,5
2014-06-24 14:09:39,1403618979,355,82,48,71,0,0,0,0,33,1,5
2014-06-24 14:10:40,1403619040,347,83,48,72,0,0,0,0,34,1,5
2014-06-24 14:11:45,1403619105,351,81,47,72,0,0,0,0,32,1,5
2014-06-24 14:12:42,1403619162,355,80,47,72,0,0,0,0,31,1,5
2014-06-24 14:13:52,1403619232,343,78,47,71,0,0,0,0,31,1,5
2014-06-24 14:14:53,1403619293,351,77,46,71,0,0,0,0,33,1,5
2014-06-24 14:15:51,1403619351,341,76,47,72,0,0,0,0,37,1,5
2014-06-24 14:16:52,1403619412,273,75,46,0,0,0,0,0,32,1,4
2014-06-24 14:17:52,1403619472,269,74,45,0,0,0,0,0,37,1,4
2014-06-24 14:18:52,1403619532,261,74,46,0,0,0,0,0,31,1,4
2014-06-24 14:19:52,1403619592,267,74,45,0,0,0,0,0,31,1,4
2014-06-24 14:20:51,1403619651,265,73,46,0,0,0,0,0,33,1,4
2014-06-24 14:22:09,1403619729,263,72,45,0,0,0,0,0,33,1,4
2014-06-24 14:23:10,1403619790,263,71,44,0,0,0,0,0,31,1,4
2014-06-24 14:24:21,1403619861,263,72,44,0,0,0,0,0,30,1,4
2014-06-24 14:25:23,1403619923,266,71,44,0,0,0,0,0,31,1,4
2014-06-24 14:26:26,1403619986,261,70,44,0,0,0,0,0,30,1,4
2014-06-24 14:27:24,1403620044,265,70,45,0,0,0,0,0,31,1,4
2014-06-24 14:28:25,1403620105,224,70,0,0,0,0,0,0,33,1,3
2014-06-24 14:29:24,1403620164,228,69,0,0,0,0,0,0,32,1,3
2014-06-24 14:30:25,1403620225,229,69,0,0,0,0,0,0,31,1,3
2014-06-24 14:31:24,1403620284,227,69,0,0,0,0,0,0,33,1,3
2014-06-24 14:32:27,1403620347,222,68,0,0,0,0,0,0,34,1,3
2014-06-24 14:33:24,1403620404,224,68,0,0,0,0,0,0,37,1,3
2014-06-24 14:34:24,1403620464,224,68,0,0,0,0,0,0,32,1,3
2014-06-24 14:35:29,1403620529,224,67,0,0,0,0,0,0,32,1,3
2014-06-24 14:36:32,1403620592,220,68,0,0,0,0,0,0,30,1,3
2014-06-24 14:37:26,1403620646,225,67,0,0,0,0,0,0,31,1,3
2014-06-24 14:38:26,1403620706,3305,67,0,0,0,0,0,0,35,1,3
2014-06-24 14:54:37,1403621677,270,0,60,81,0,0,0,0,33,1,4
2014-06-24 14:56:08,1403621768,258,0,51,77,0,0,0,0,30,1,4
2014-06-24 14:57:15,1403621835,262,0,49,76,0,0,0,0,30,1,4
2014-06-24 14:58:13,1403621893,259,0,48,74,0,0,0,0,36,1,4
2014-06-24 14:59:10,1403621950,259,0,48,75,0,0,0,0,33,1,4
2014-06-24 15:00:11,1403622011,263,0,47,76,0,0,0,0,31,1,4
2014-06-24 15:01:10,1403622070,259,0,48,74,0,0,0,0,32,1,4
2014-06-24 15:02:21,1403622141,252,0,47,74,0,0,0,0,30,1,4
2014-06-24 15:03:23,1403622203,255,0,47,74,0,0,0,0,30,1,4
2014-06-24 15:04:23,1403622263,251,0,47,74,0,0,0,0,34,1,4
2014-06-24 15:05:25,1403622325,321,0,47,74,0,0,0,0,30,1,4
2014-06-24 15:06:37,1403622397,327,0,46,73,0,0,0,0,38,1,4
2014-06-24 15:07:36,1403622456,324,0,46,73,0,0,0,0,30,1,4
2014-06-24 15:08:36,1403622516,325,0,46,73,0,0,0,0,30,1,4
2014-06-24 15:09:38,1403622578,323,0,46,73,0,0,0,0,30,1,4
2014-06-24 15:10:39,1403622639,327,0,45,73,0,0,0,0,33,1,4
2014-06-24 15:11:37,1403622697,323,0,46,72,0,0,0,0,32,1,4
2014-06-24 15:12:52,1403622772,313,0,45,72,0,0,0,0,30,1,4
2014-06-24 15:13:52,1403622832,317,0,45,72,0,0,0,0,33,1,4
2014-06-24 15:14:52,1403622892,314,0,45,72,0,0,0,0,31,1,4
2014-06-24 15:15:52,1403622952,321,0,45,73,0,0,0,0,30,1,4
2014-06-24 15:16:53,1403623013,318,0,45,73,0,0,0,0,32,1,4
2014-06-24 15:17:53,1403623073,297,0,44,72,0,0,0,0,34,1,4
2014-06-24 15:18:51,1403623131,300,0,44,72,0,0,0,0,34,1,4
2014-06-24 15:19:51,1403623191,299,0,45,73,0,0,0,0,33,1,4
2014-06-24 15:20:51,1403623251,257,0,39,72,0,0,0,0,33,1,4
2014-06-24 15:21:52,1403623312,278,0,0,71,0,0,0,0,33,1,3
2014-06-24 15:22:51,1403623371,278,0,0,72,0,0,0,0,34,1,3
2014-06-24 15:23:51,1403623431,274,0,0,71,0,0,0,0,30,1,3
2014-06-24 15:24:53,1403623493,261,0,0,71,0,0,0,0,31,1,3
2014-06-24 15:36:09,1403624169,174,0,0,0,128,0,0,0,29,1,3
2014-06-24 15:45:36,1403624736,173,12,0,0,0,0,0,0,33,1,3
2014-06-24 15:46:41,1403624801,219,0,60,0,0,0,0,0,30,1,3
2014-06-24 15:47:41,1403624861,207,0,55,0,0,0,0,0,34,1,3
2014-06-24 15:48:41,1403624921,204,0,49,0,0,0,0,0,30,1,3
2014-06-24 15:49:40,1403624980,204,0,48,0,0,0,0,0,36,1,3
2014-06-24 15:50:40,1403625040,210,0,48,0,0,0,0,0,30,1,3
2014-06-24 15:51:40,1403625100,206,0,48,0,0,0,0,0,31,1,3
2014-06-24 15:52:40,1403625160,206,0,48,0,0,0,0,0,30,1,3
2014-06-24 15:53:40,1403625220,211,0,47,0,0,0,0,0,30,1,3
2014-06-24 15:54:38,1403625278,204,0,47,0,0,0,0,0,31,1,3
2014-06-24 15:55:53,1403625353,281,90,47,0,0,0,0,0,30,1,4
2014-06-24 15:56:57,1403625417,277,87,47,0,0,0,0,0,30,1,4
2014-06-24 15:57:59,1403625479,281,87,47,0,0,0,0,0,33,1,4
2014-06-24 15:58:55,1403625535,278,86,46,0,0,0,0,0,30,1,4
2014-06-24 15:59:54,1403625594,277,85,46,0,0,0,0,0,30,1,4
2014-06-24 16:00:55,1403625655,274,84,46,0,0,0,0,0,30,1,4
2014-06-24 16:01:54,1403625714,269,84,46,0,0,0,0,0,30,1,4
2014-06-24 16:02:55,1403625775,269,83,45,82,0,0,0,0,32,1,5
2014-06-24 16:03:55,1403625835,356,82,45,79,0,0,0,0,30,1,5
2014-06-24 16:04:55,1403625895,353,80,45,77,0,0,0,0,33,1,5
2014-06-24 16:05:55,1403625955,348,78,44,76,0,0,0,0,32,1,5
2014-06-24 16:06:54,1403626014,346,78,44,75,0,0,0,0,30,1,5
2014-06-24 16:07:54,1403626074,343,76,45,75,0,0,0,0,29,1,5
2014-06-24 16:08:55,1403626135,344,76,44,75,0,0,0,0,30,1,5
